Datetime,ID
08/08/2017,136.5
07/08/2017,136
06/08/2017,136
05/08/2017,136
04/08/2017,135.35
03/08/2017,135.2
02/08/2017,135.7
01/08/2017,136.4
31/07/2017,136.5
30/07/2017,136.5
29/07/2017,136.5
28/07/2017,137.4
27/07/2017,137.2
26/07/2017,138
25/07/2017,137.55
24/07/2017,136.5
23/07/2017,136.5
22/07/2017,136.5
21/07/2017,136.3
20/07/2017,136.15
19/07/2017,137.5
18/07/2017,139
17/07/2017,139.5
16/07/2017,139.5
15/07/2017,139.5
14/07/2017,139.5
13/07/2017,139.75
12/07/2017,139.7
11/07/2017,139.5
10/07/2017,139.4
09/07/2017,139.4
08/07/2017,139.4
07/07/2017,139.95
06/07/2017,139.5
05/07/2017,139.5
04/07/2017,140
03/07/2017,140.45
02/07/2017,140.45
01/07/2017,140.45
30/06/2017,140.45
29/06/2017,142
28/06/2017,141.5
27/06/2017,141.5
26/06/2017,141.5
25/06/2017,0
24/06/2017,0
23/06/2017,140.55
22/06/2017,140.1
21/06/2017,139.65
20/06/2017,138.65
19/06/2017,137.9
18/06/2017,137.9
17/06/2017,137.9
16/06/2017,136.5
15/06/2017,136
14/06/2017,136.35
13/06/2017,136
12/06/2017,135.2
11/06/2017,135.2
10/06/2017,135.2
09/06/2017,134.8
08/06/2017,134.2
07/06/2017,134.2
06/06/2017,133.15
05/06/2017,133
04/06/2017,133
03/06/2017,133
02/06/2017,132.9
01/06/2017,131.7
31/05/2017,131.5
30/05/2017,131.5
29/05/2017,131.5
28/05/2017,131.5
27/05/2017,131.5
26/05/2017,131.75
25/05/2017,131.95
24/05/2017,131.95
23/05/2017,135.2
22/05/2017,138.2
21/05/2017,138.2
20/05/2017,138.2
19/05/2017,138.4
18/05/2017,139
17/05/2017,139
16/05/2017,138.75
15/05/2017,139.9
14/05/2017,139.9
13/05/2017,139.9
12/05/2017,140
11/05/2017,139
10/05/2017,138.7
09/05/2017,139
08/05/2017,140
07/05/2017,140
06/05/2017,140
05/05/2017,139
04/05/2017,139
03/05/2017,139
02/05/2017,139
01/05/2017,139
30/04/2017,139
29/04/2017,0
28/04/2017,138.65
27/04/2017,137.2
26/04/2017,136.4
25/04/2017,136.5
24/04/2017,137.75
23/04/2017,137.75
22/04/2017,137.75
21/04/2017,136.3
20/04/2017,136.45
19/04/2017,136.45
18/04/2017,136.55
17/04/2017,136.5
16/04/2017,136.5
15/04/2017,136.5
14/04/2017,134.3
13/04/2017,134
12/04/2017,134.6
11/04/2017,134.6
10/04/2017,135
09/04/2017,135
08/04/2017,135
07/04/2017,135.05
06/04/2017,135
05/04/2017,136
04/04/2017,136.3
03/04/2017,136.9
02/04/2017,136.9
01/04/2017,136.9
31/03/2017,137.3
30/03/2017,137.2
29/03/2017,137.3
28/03/2017,137.3
27/03/2017,137.5
26/03/2017,137.5
25/03/2017,137.5
24/03/2017,136.9
23/03/2017,139.6
22/03/2017,140.75
21/03/2017,141
20/03/2017,140.4
19/03/2017,140.4
18/03/2017,140.4
17/03/2017,140.25
16/03/2017,140.3
15/03/2017,142.6
14/03/2017,145.2
13/03/2017,143.1
12/03/2017,143.1
11/03/2017,143.1
10/03/2017,143.1
09/03/2017,142.85
08/03/2017,142.8
07/03/2017,143
06/03/2017,143.2
05/03/2017,143.2
04/03/2017,143.2
03/03/2017,143.5
02/03/2017,144.95
01/03/2017,143.15
28/02/2017,145.15
27/02/2017,142
26/02/2017,142
25/02/2017,142
24/02/2017,140
23/02/2017,139.5
22/02/2017,140
21/02/2017,146.1
20/02/2017,145.9
19/02/2017,145.9
18/02/2017,145.9
17/02/2017,146.1
16/02/2017,147
15/02/2017,147
14/02/2017,147
13/02/2017,148.35
12/02/2017,148.35
11/02/2017,148.35
10/02/2017,147
09/02/2017,148.5
08/02/2017,147.95
07/02/2017,146.5
06/02/2017,147.8
05/02/2017,147.8
04/02/2017,147.8
03/02/2017,148
02/02/2017,148.15
01/02/2017,150.05
31/01/2017,152.5
30/01/2017,152.35
29/01/2017,152.35
28/01/2017,152.35
27/01/2017,154
26/01/2017,153
25/01/2017,154.8
24/01/2017,155
23/01/2017,154.1
22/01/2017,154.1
21/01/2017,154.1
20/01/2017,156.85
19/01/2017,153.5
18/01/2017,153.4
17/01/2017,152.65
16/01/2017,152.2
15/01/2017,152.2
14/01/2017,152.2
13/01/2017,155
12/01/2017,158
11/01/2017,158
10/01/2017,158
09/01/2017,155
08/01/2017,155
07/01/2017,155
06/01/2017,150
05/01/2017,148.2
04/01/2017,145
03/01/2017,142.25
02/01/2017,140.4
01/01/2017,140.4
31/12/2016,140.4
30/12/2016,142
29/12/2016,144
28/12/2016,146.05
27/12/2016,146
26/12/2016,146.5
25/12/2016,146.5
24/12/2016,146.5
23/12/2016,149.5
22/12/2016,145
21/12/2016,141.5
20/12/2016,144.25
19/12/2016,146
18/12/2016,146
17/12/2016,146
16/12/2016,143.6
15/12/2016,140.75
14/12/2016,138.7
13/12/2016,138.7
12/12/2016,138.7
11/12/2016,0
10/12/2016,0
09/12/2016,139
08/12/2016,136.45
07/12/2016,136.05
06/12/2016,135.25
05/12/2016,135
04/12/2016,135
03/12/2016,135
